Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	N_Src_Pixels_C2	N_Sky_Pixels_C2	N_Src_Pixels_C3	N_Sky_Pixels_C3
BOLyn0001o_clean.fits	1	0	60337.682307488285	2460337.6823074883	2460337.681960266	2460337.6875580773	2460337.688367617	1.2727894654301606	51.72366940702465	-14.8095167806398	60	8.717003333333334	40.99771388888889	21.54351410052529	50	65	80	0.3362115231581447	9.59131126678201	0.104261030862729	0.0026841118888857	0.2428179930412977	0.0026395196196149	125.25987629290904	39.50000223068622	39.50000223068622	2600073.263269605	8862.92782531455	1845.858568312746	1045.5020623693854	1846.358568312746	1486.9979376306146	874174.5921666417	7853.981633974487	6310.749041824465	138.52152674318896	3734	111.30336597493009	2021.84628190899	5406	21.555874495473503	28.825465836843534	34.50308164609099	23.147850027596082	359.72505692947567	0.8561799750196619	1268.3240519259323	1036.7221297638353	1268.8240519259323	1495.7778702361647	2354582.1056804284	6353.303694343043	370.6075168068763	7043	299.7947048278108	2022.4738428799433	22.080426232911233	26.68561954553578	33.46187565358368	19.90936343748788	3.594581315295979	0.7687586418455005	1967.0321864569091	1075.3531395043237	1967.5321864569091	1457.1468604956763	245491.15758917667	6179.564855568872	39.726285479137914	2560	31.256904972535132	2025.2821869488537	20.99424157319113	33.249705049367506	35.95323785381188	30.54617224492313	9.138317500978955	0.9710542208321131	7853.981633974487	5639	7853.981633974485	5670
BOLyn0002o_clean.fits	2	0	60337.68304207176	2460337.6830420718	2460337.6826948496	2460337.6882926547	2460337.6891021943	1.2696041072734334	51.90695258173174	-14.8095167806398	60	8.717003333333334	40.99771388888889	18.84146418477781	50	65	80	0.3282755590907319	9.449145125826734	0.1058296794772222	0.0028047009133342	0.249840224943899	0.0027981907965475	117.04476492664067	37.82075175424019	37.82075175424019	2512448.963139845	9052.096075080412	1830.4258056191434	1042.7290325201334	1830.9258056191434	1489.7709674798666	824775.5880616624	7853.981633974491	6389.462381720921	129.0837223521644	5073	105.01368942523061	2049.911547911548	5291	19.212443762086323	21.134591592164718	21.891980928623827	20.37720225570561	32.386803410051904	0.971791692794982	1252.9377621155259	1033.7809813081687	1253.4377621155259	1498.7190186918313	2272003.555129392	6480.197690886656	350.6071363107634	11857	289.28047721696186	2049.7732112833924	17.95829372008712	20.66075237975894	21.103816041787823	20.217688717730052	9.733025856989272	0.9979325954733185	1951.961981031299	1072.35858074007	1952.461981031299	1460.14141925993	240445.408010453	6320.401984012839	38.0427397843758	2930	30.614460182888944	2050.6473880597014	19.35365507215999	18.996819063533643	18.429945383323645	19.56369274374364	54.9880668232115	0.9695358513462538	7853.981633974482	5353	7853.9816339744875	5360
BOLyn0003o_clean.fits	3	0	60337.68377807876	2460337.6837780788	2460337.6834308566	2460337.689028656	2460337.689838195	1.2664481748554195	52.090196903399445	-15.2331909548563	60	8.717003333333334	40.99771388888889	18.813514954940516	50	65	80	0.3297919673885213	9.557364945382206	0.1046313503475836	0.0027740035034699	0.2534944101503854	0.0027751856909487	118.88664415023068	37.702468230807554	37.702468230807554	2523667.343126422	9026.517460999557	1832.9362602650779	1041.5719489301289	1833.4362602650779	1490.9280510698711	832285.2181238253	7853.981633974482	6336.205219620338	131.35389231816822	5013	105.9698452213785	2047.6479676292072	5437	19.277384116741757	21.44924385745644	22.745550516603586	20.152937198309296	18.64635179221694	0.9770834568696649	1255.4263283997484	1032.903159750919	1255.9263283997484	1499.596840249081	2284624.044331463	6460.347269605683	353.6379623244167	10121	290.8873678095604	2046.0090774360874	18.959482165428735	21.60222744921389	24.00209195428857	19.202362944139207	8.096338704047584	0.947767394441865	1954.5481938568532	1071.528715629453	1955.0481938568532	1460.971284370547	239043.29879495874	6304.120131297332	37.918582421709935	3001	30.435938092968442	2050.025166543301	18.203678582651055	23.737631835716705	30.32367046169336	17.15159320974005	18.472366469572098	0.5843850886287951	7853.9816339744675	5398	7853.981633974491	5404
BOLyn0004o_clean.fits	4	0	60337.6845128471	2460337.684512847	2460337.684165625	2460337.6897634184	2460337.690572958	1.2633327544944808	52.27273247995974	-14.8095167806398	60	8.717003333333334	40.99771388888889	18.527999987575225	50	65	80	0.3377764653487815	10.339230369001344	0.096718997866433	0.002815214573227	0.2969942524327239	0.0027782519048522	119.98249389622691	34.812897166565264	34.812897166565264	2517727.6824053247	9066.566614203313	1827.4308503750733	1039.6477784210254	1827.9308503750733	1492.8522215789746	850429.1572736502	7853.981633974488	6392.198805756185	133.04172525232434	5105	108.28000330366096	2049.462833364857	5287	19.505317475688457	22.827533208771882	22.59140417309846	23.063662244445307	270.3048688160306	0.9995720460261208	1249.8675212373516	1030.8534923591073	1250.3675212373516	1501.6465076408927	2295690.771568045	6474.237965178134	354.5885684022553	11561	292.2964272844016	2050.008183001674	18.256074475018654	20.24122615023692	20.988081146370718	19.494371154103117	8.225867459775817	0.9940954489643647	1948.9995693286985	1069.8163323486924	1949.4995693286985	1462.6836676513076	222036.91083727963	6347.1940997603215	34.9819002456005	2983	28.270617526885957	2052.515317700454	17.822608012018566	19.509513256290806	12.488874417723231	26.53015209485838	78.43850141683089	0.5199441773507856	7853.981633974473	5377	7853.98163397449	5288
BOLyn0005o_clean.fits	5	0	60337.68524748832	2460337.6852474883	2460337.684900266	2460337.6904980536	2460337.691307593	1.2602526987610354	52.454829520738464	-15.2331909548563	60	8.717003333333334	40.99771388888889	19.30587603458893	50	65	80	0.3182671900902221	9.996931195589438	0.1000306974645571	0.0026546428744836	0.2635110426213597	0.0026367284987074	119.89077444254603	37.9374279580157	37.9374279580157	2617832.55951369	8976.677922894847	1819.2848199991774	1037.723585929462	1819.7848199991774	1494.776414070538	833170.2128431164	7853.981633974494	6334.979125266555	131.5190147225717	4686	106.08252624872667	2009.3961297666476	5271	19.9968474804068	22.014415439294552	25.409234210943936	18.61959666764517	2.546030837829429	0.9085255016288543	1241.494011643509	1029.0247216727482	1241.994011643509	1503.4752783272518	2379781.369326774	6451.639699142292	368.86458021565466	9940	303.00317472508453	2008.8644196174967	18.691718732003217	22.850446893007895	24.75819623880703	20.94269754720876	8.917476711978628	0.969657019672466	1940.6447949192002	1067.7373533535551	1941.1447949192002	1464.7626466464449	238051.19018691592	6241.561641435492	38.139684242895136	2789	30.309618901725226	2009.5655874190563	19.22906189135678	20.727576051370377	23.292263949317878	18.16288815342288	342.73505983401685	0.9124696153108225	7853.981633974478	5281	7853.9816339744875	5405
BOLyn0006o_clean.fits	6	0	60337.68598186318	2460337.685981863	2460337.685634641	2460337.691232423	2460337.692041962	1.2572082328994396	52.63644669718209	-15.2331909548563	60	8.717003333333334	40.99771388888889	26.827655346386297	50	65	80	0.3205430577156113	9.304227164005153	0.1074780293272132	0.0025987252856599	0.2287995705622225	0.0026429843684464	123.34626498784048	40.665404839450304	40.665404839450304	2639674.477126498	8959.454902634394	1828.3221352265791	1036.7940113843956	1828.8221352265791	1495.7059886156044	846129.328271985	7853.981633974482	6229.682511564645	135.8222231552329	3627	107.73253207160914	2029.9425004395991	5687	27.943978114146798	27.915758373996077	37.067371906388544	18.76414484160361	0.612311249302127	0.6493376358262983	1250.5739101859513	1028.027298094335	1251.0739101859513	1504.472701905665	2383500.5365569964	6407.945799001809	371.96015873422084	6778	303.4767138041845	2029.2859218891917	26.49919973458781	28.054720901700357	36.41863298834225	19.690808815058464	359.55136994303183	0.7000747778722991	1952.1046458523224	1066.686905086682	1952.6046458523224	1465.813094913318	256173.94056950137	6261.7938954739275	40.91063117785877	2483	32.617079146372475	2029.4898897058824	26.03978819042429	34.52626287486291	42.902408446434386	26.150117303291434	5.4233254108542805	0.7823123310732272	7853.981633974486	5505	7853.9816339744775	5440
BOLyn0007o_clean.fits	7	0	60337.68671600707	2460337.686716007	2460337.686368785	2460337.6919665607	2460337.6927761	1.2541988502828452	52.8175859304109	-14.8095167806398	60	8.717003333333334	40.99771388888889	21.581976101433423	50	65	80	0.331988352131726	10.312265255099815	0.0969719043549099	0.0028058254971935	0.294402492057236	0.0027684286231391	118.32109746803201	35.02777840988848	35.02777840988848	2496194.1669816505	9012.89856646282	1843.8903883026146	1035.4505330789266	1844.3903883026146	1497.0494669210734	828707.3880970646	7853.981633974483	6332.5573979509345	130.8645679808942	4319	105.51430175393723	2060.0278030165364	5503	21.499384562981277	25.358124203452356	28.496618609079043	22.219629797825664	18.51351251763687	0.9067442242384975	1266.2888154802147	1026.6755654388367	1266.7888154802147	1505.8244345611633	2275531.5401168577	6476.201722342797	351.3682305889745	8300	289.72967421688907	2061.8536630374606	22.280295527551072	23.69478313325886	29.403128386897396	17.98643787962032	7.692071774435073	0.7769172615251435	1965.7906334484487	1065.3917295415438	1966.2906334484487	1467.1082704584562	220662.62686479278	6268.265455520511	35.20314007608811	2761	28.095638256939438	2061.422274199352	20.966248213767905	20.342419729249556	29.831723794447257	10.853115664051852	357.7555408971829	0.4092808259660079	7853.981633974486	5419	7853.981633974468	5558
BOLyn0008o_clean.fits	8	0	60337.68745103013	2460337.68745103	2460337.687103808	2460337.6927015777	2460337.6935111172	1.251219725231227	52.998513191216084	-15.2331909548563	60	8.717003333333334	40.99771388888889	18.280212979601476	50	65	80	0.3349969515616932	10.601831020322035	0.0943233294402786	0.002742491903199	0.3060048998324673	0.0027224920791428	122.15057086255695	34.6459518332104	34.6459518332104	2540321.5140880365	8986.389724600773	1816.53283804239	1032.0408190030034	1817.03283804239	1500.4591809969966	850999.963206077	7853.981633974477	6282.823462309305	135.4486511217816	4893	108.35268057221465	2048.926203208556	5610	18.940190428110608	23.80756164268914	25.395585919674943	22.21953736570334	2.1971019193096137	0.9822562493952163	1238.754088271252	1023.3623947603242	1239.254088271252	1509.1376052396758	2321362.841992369	6417.206932768641	361.74037495014045	10377	295.56509681034873	2048.111031002163	17.50805512753369	20.821213669232133	22.75273482412032	18.889692514343945	8.867880189720402	0.9627007596637466	1938.0777422275733	1062.21543129151	1938.5777422275733	1470.28456870849	218958.67209566757	6290.839011168258	34.805956996665415	2904	27.878683997490356	2051.092779717068	18.392393383160126	20.049859461899143	26.320066638219657	13.779652285578626	350.57857099890646	0.6375922265671854	7853.981633974483	5548	7853.981633974483	5443
BOLyn0009o_clean.fits	9	0	60337.68818498822	2460337.688184988	2460337.687837766	2460337.69343553	2460337.6942450693	1.2482784101450017	53.17874260228911	-14.8095167806398	60	8.717003333333334	40.99771388888889	17.892561434913613	50	65	80	0.3162121778893188	10.044729713296405	0.0995546947048541	0.0027366775675359	0.2773251228325253	0.0027486073518764	115.54601157272543	36.22004963236723	36.22004963236723	2518915.9564982057	8973.606695927669	1796.007613745061	1031.5006239462446	1796.507613745061	1500.9993760537554	796511.9005244542	7853.981633974493	6282.358940140374	126.7854810770581	4866	101.4150449599894	2065.0955234402536	5674	19.222315895177918	17.983740492008305	21.99951948749097	13.967961496525637	1.6989503365429734	0.8184055805381567	1218.429065718333	1022.7406417428758	1218.929065718333	1509.7593582571242	2290850.985975137	6425.497565036476	356.52507261702345	10432	291.68020664390855	2065.499910634495	16.465718210042876	21.804100730000762	24.67711066320138	18.93109079680014	7.643094516255765	0.9278903305225756	1917.6206486689655	1061.5254428620883	1918.1206486689655	1470.9745571379117	228064.97052306868	6264.07201227031	36.40842092433262	2859	29.038133923883017	2064.9661835748793	17.989650199520042	25.553344081553725	26.89828775335178	24.208400409755672	324.40640569598895	0.8940328159718011	7853.981633974473	5595	7853.981633974486	5589
BOLyn0010o_clean.fits	10	0	60337.68891916657	2460337.6889191666	2460337.6885719444	2460337.6941697025	2460337.6949792416	1.245369387288442	53.35858290705967	-14.8095167806398	60	8.717003333333334	40.99771388888889	18.726583073642388	50	65	80	0.3252050198542286	10.607451170797825	0.0942733540695419	0.0027430588360559	0.309222573063657	0.0027482048842212	118.55561228931491	34.303612008991855	34.303612008991855	2511422.630800443	8974.178045295632	1797.6195470430057	1030.2152238213887	1798.1195470430057	1502.2847761786113	816727.246511817	7853.981633974477	6240.249089958948	130.88055216032888	4645	103.98894275215098	2063.292061305321	5807	19.186412585020335	20.45724575885266	23.688175236244994	17.226316281460328	0.3314227534887557	0.9050098133300379	1220.0633415006366	1021.4553415510146	1220.5633415006366	1511.0446584489855	2295059.6589605343	6412.437819354172	357.90751093656314	9938	292.2160715314948	2066.449485997873	19.008524754264712	20.240687505160665	22.950889376252064	17.53048563406927	0.4712818396953662	0.9307698243448058	1919.168920028912	1060.090601479283	1919.668920028912	1472.409398520717	216362.9718399085	6278.257146818888	34.462266641871594	2806	27.54818917629923	2063.8986998916575	17.984811881642113	17.00852134184195	14.131278568682571	19.88576411500133	289.2940777919415	0.8229284862544097	7853.981633974485	5642	7853.981633974473	5538
